"brand","hardness"
"14Х2ГМР","Твердость 14Х2ГМР после закалки и отпуска ,/HB 10 -1 = 187 - 229 МПа"
"14Х2Н3МА","Твердость 14Х2Н3МА после отжига ,/HB 10 -1 = 269 МПа"
"14ХГН",""
"14ХГС",""
"15","Твердость 15 , Лист термообработ. ГОСТ 4041-71/HB 10 -1 = 121 МПа;Твердость 15 , Пруток горячекатан. ГОСТ 10702-78/HB 10 -1 = 125 МПа;Твердость 15 , Прокат калиброван. нагартован. ГОСТ 1050-88/HB 10 -1 = 197 МПа;Твердость 15 , Прокат горячекатан. ГОСТ 1050-88/HB 10 -1 = 149 МПа;Твердость 15 , Прокат калиброван. отожжен. ГОСТ 1050-88/HB 10 -1 = 149 МПа;Твердость 15 , Лист толстый отожжен. ГОСТ 1577-93/HB 10 -1 = 143 МПа"
"15Г","Твердость 15Г нагартованного , ГОСТ 4543-71/HB 10 -1 = 207 МПа;Твердость 15Г , Пруток горячекатан. ГОСТ 10702-78/HB 10 -1 = 163 МПа;Твердость 15Г , Лист толстый ГОСТ 1577-93/HB 10 -1 = 163 МПа"
"15Г2АФД-1",""
"15Г2АФД",""
"15Г2АФДпс",""
"15Г2СФ-1",""
"15Г2СФ",""
"15Г2СФД-1",""
"15Г2СФД",""
"15ГС-Ш",""
"15ГС",""
"15ГФ-1",""
"15ГФ",""
"15ГФД-1",""
"15ГФД",""
"15К",""
"15кп","Твердость 15кп , Лист термообработ. ГОСТ 4041-71/HB 10 -1 = 121 МПа;Твердость 15кп , Пруток горячекатан. ГОСТ 10702-78/HB 10 -1 = 125 МПа;Твердость 15кп , Лист толстый отожжен. ГОСТ 1577-93/HB 10 -1 = 143 МПа"
"15Н2М","Твердость 15Н2М после отжига , ГОСТ 4543-71/HB 10 -1 = 197 МПа"
"15НМ","Твердость 15НМ после отжига , ГОСТ 4543-71/HB 10 -1 = 197 МПа"
"15пс","Твердость 15пс , Лист термообработ. ГОСТ 4041-71/HB 10 -1 = 121 МПа;Твердость 15пс , Пруток горячекатан. ГОСТ 10702-78/HB 10 -1 = 125 МПа;Твердость 15пс , Лист толстый отожжен. ГОСТ 1577-93/HB 10 -1 = 143 МПа"
"15Х","Твердость 15Х после отжига , ГОСТ 4543-71/HB 10 -1 = 179 МПа;Твердость 15Х нагартованного , ГОСТ 4543-71/HB 10 -1 = 217 МПа;Твердость 15Х , Трубы холоднодеформир. ГОСТ 8733-74/HB 10 -1 = 179 МПа;Твердость 15Х , Пруток горячекатан. ГОСТ 10702-78/HB 10 -1 = 156 МПа"
"15Х2ГН2ТА",""
"15Х2ГН2ТРА",""
"15ХА","Твердость 15ХА после отжига , ГОСТ 4543-71/HB 10 -1 = 179 МПа;Твердость 15ХА нагартованного , ГОСТ 4543-71/HB 10 -1 = 217 МПа"
"15ХГНМ","Твердость 15ХГНМ после отжига , Пруток горячекатан. ГОСТ 10702-78/HB 10 -1 = 217 МПа"
"15ХМФА",""
"15ХСНД-Ш",""
"15ХСНД",""
"15ХФ","Твердость 15ХФ после отжига , ГОСТ 4543-71/HB 10 -1 = 187 МПа;Твердость 15ХФ нагартованного , ГОСТ 4543-71/HB 10 -1 = 217 МПа;Твердость 15ХФ , Пруток горячекатан. ГОСТ 10702-78/HB 10 -1 = 163 МПа"
"15ХФА",""
"15ЮА","Твердость 15ЮА , Лист термообработ. ГОСТ 4041-71/HB 10 -1 = 121 МПа"
"16Г2",""
"16Г2АФ-1",""
"16Г2АФ",""
"16Г2АФД-1",""
"16Г2АФД",""
"16Г2САФ",""
"16Г2СФ",""
"16ГС-1",""
"16ГС-Ш",""
"16ГС",""
"16Д-Ш",""
"16Д",""
"16К",""
"16Х2ГСБ",""
"16ХГТА",""
"16ХСН","Твердость 16ХСН , Пруток горячекатан. ГОСТ 10702-78/HB 10 -1 = 197 МПа"
"17Г1С-1",""
"17Г1С-У-1",""
"17Г1С-У",""
"17Г1С",""
"17ГС-1",""
"17ГС",""
"18Г2",""
"18Г2АФ-1",""
"18Г2АФ",""
"18Г2АФД-1",""
"18Г2АФД",""
"18Г2АФДпс",""
"18Г2АФпс",""
"18Г2С",""
"18К",""
"18кп",""
"18Х2Н4ВА","Твердость 18Х2Н4ВА после отжига , ГОСТ 4543-71/HB 10 -1 = 269 МПа"
"18Х2Н4МА","Твердость 18Х2Н4МА после отжига , ГОСТ 4543-71/HB 10 -1 = 269 МПа"
"18ХГТ","Твердость 18ХГТ после отжига , ГОСТ 4543-71/HB 10 -1 = 217 МПа;Твердость 18ХГТ нагартованного , ГОСТ 4543-71/HB 10 -1 = 229 МПа"
"18ЮА",""
"19Х2НВФА","Твердость 19Х2НВФА нормализованного , Лист толстый ГОСТ 11269-76/HB 10 -1 = 156 - 217 МПа"
"19Х2НМФА","Твердость 19Х2НМФА нормализованного , Лист толстый ГОСТ 11269-76/HB 10 -1 = 156 - 217 МПа"
"19ХГН","Твердость 19ХГН калиброванного , ГОСТ 10702/HB 10 -1 = 217 МПа"
"1Х2М1","Твердость 1Х2М1 , Трубы горячедеформир. ГОСТ 550-75/HB 10 -1 = 227 МПа"
"20-ПВ",""
"20","Твердость 20 после отжига , ГОСТ 1050-88/HB 10 -1 = 163 МПа;Твердость 20 калиброванного нагартованного , ГОСТ 1050-88/HB 10 -1 = 207 МПа;Твердость 20 , Лист термообработ. ГОСТ 4041-71/HB 10 -1 = 127 МПа;Твердость 20 , Трубы горячедеформир. ГОСТ 550-75/HB 10 -1 = 156 МПа;Твердость 20 , Трубы ГОСТ 8731-87/HB 10 -1 = 156 МПа;Твердость 20 , Лист толстый отожжен. ГОСТ 1577-93/HB 10 -1 = 156 МПа"
"20А",""
"20Г","Твердость 20Г после отжига , ГОСТ 4543-71/HB 10 -1 = 179 МПа;Твердость 20Г нормализованного , Лист толстый ГОСТ 1577-93/HB 10 -1 = 197 МПа"
"20Г2","Твердость 20Г2 горячекатанного отожженного ,/HB 10 -1 = 187 МПа;Твердость 20Г2 , Пруток горячекатан. ГОСТ 10702-78/HB 10 -1 = 179 МПа"
"20ГС",""
"20ГС2",""
"20К",""
"20кп","Твердость 20кп , Лист термообработ. ГОСТ 4041-71/HB 10 -1 = 127 МПа;Твердость 20кп , Лист толстый отожжен. ГОСТ 1577-93/HB 10 -1 = 156 МПа"
"20Н2М",""
"20НМ",""
"20ПВ",""
"20пс","Твердость 20пс , Лист термообработ. ГОСТ 4041-71/HB 10 -1 = 127 МПа;Твердость 20пс , Лист толстый отожжен. ГОСТ 1577-93/HB 10 -1 = 156 МПа"
"20Ф",""
"20ФА",""
"20ФЮ",""
"20Х","Твердость 20Х после отжига , ГОСТ 4543-71/HB 10 -1 = 179 МПа;Твердость 20Х нагартованного , ГОСТ 4543-71/HB 10 -1 = 229 МПа;Твердость 20Х , Пруток горячекатан. ГОСТ 10702-78/HB 10 -1 = 163 МПа"
"20Х12Н12Г6",""
"20Х14",""
"20Х17Н3М",""
"20Х2Г2СР",""
"20Х2Н4А","Твердость 20Х2Н4А после отжига , ГОСТ 4543-71/HB 10 -1 = 269 МПа"
"20ХГ2Т",""
"20ХГ2Ц",""
"20ХГНМ",""
"20ХГНР","Твердость 20ХГНР после отжига , ГОСТ 4543-71/HB 10 -1 = 197 МПа"
"20ХГС2",""
"20ХГСА","Твердость 20ХГСА после отжига , ГОСТ 4543-71/HB 10 -1 = 207 МПа;Твердость 20ХГСА , Пруток горячекатан. ГОСТ 10702-78/HB 10 -1 = 197 МПа"
"20ХМ","Твердость 20ХМ после отжига , ГОСТ 4543-71/HB 10 -1 = 179 МПа"
"20ХН","Твердость 20ХН после отжига , ГОСТ 4543-71/HB 10 -1 = 197 МПа"
"20ХН2М","Твердость 20ХН2М , Прокат ГОСТ 4543-71 - устанавливается по согласованию с заказчиком/Твердость 20ХН2М , Прокат ГОСТ 4543-71 - устанавливается по согласованию с заказчиком"
"20ХН3А","Твердость 20ХН3А после отжига , ГОСТ 4543-71/HB 10 -1 = 255 МПа"
"20ХН3МФА","Твердость 20ХН3МФА , Поковки/HB 10 -1 = 262 - 302 МПа"
"20ХН4ФА","Твердость 20ХН4ФА после отжига , ГОСТ 4543-71/HB 10 -1 = 269 МПа"
"20ХНМ","Твердость 20ХНМ , Прокат ГОСТ 4543-71 - устанавливается по согласованию с заказчиком/Твердость 20ХНМ , Прокат ГОСТ 4543-71 - устанавливается по согласованию с заказчиком"
"20ХНР","Твердость 20ХНР , Прокат ГОСТ 4543-71 - устанавливается по согласованию с заказчиком/Твердость 20ХНР , Прокат ГОСТ 4543-71 - устанавливается по согласованию с заказчиком"
"20ХФА",""
"20ЮА","Твердость 20ЮА , Лист термообработ. ГОСТ 4041-71/HB 10 -1 = 127 МПа"
"20ЮЧ",""
"20ЮЧА",""
"21Х2НВФА","Твердость 21Х2НВФА нормализованного , Лист толстый ГОСТ 11269-76/HB 10 -1 = 156 - 217 МПа"
"21Х2НМФА","Твердость 21Х2НМФА нормализованного , Лист толстый ГОСТ 11269-76/HB 10 -1 = 156 - 217 МПа"
"22ГЮ",""
"22К",""
"22С",""
"22Х2Г2АЮ",""
"22Х2Г2Р",""
"22ХНМ","Твердость 22ХНМ , Пруток горячекатан./HB 10 -1 = 285 - 341 МПа"
"23Г2Д",""
"23Х2Г2Т",""
"23Х2Г2Ц",""
"23Х2НВФА","Твердость 23Х2НВФА нормализованного , Лист толстый ГОСТ 11269-76/HB 10 -1 = 170 - 241 МПа"
"23Х2НМФА","Твердость 23Х2НМФА нормализованного , Лист толстый ГОСТ 11269-76/HB 10 -1 = 170 - 241 МПа"
"25","Твердость 25 , Лист термообработ. ГОСТ 4041-71/HB 10 -1 = 138 МПа;Твердость 25 , Пруток горячекатан. ГОСТ 10702-78/HB 10 -1 = 156 МПа;Твердость 25 , Прокат калиброван. нагартован. ГОСТ 1050-88/HB 10 -1 = 217 МПа;Твердость 25 , Прокат калиброван. отожжен. ГОСТ 1050-88/HB 10 -1 = 170 МПа;Твердость 25 , Лист толстый ГОСТ 1577-93/HB 10 -1 = 170 МПа"
"25Г","Твердость 25Г после отжига , ГОСТ 4543-71/HB 10 -1 = 197 МПа"
"25Г2С",""
"25ГС",""
"25пс","Твердость 25пс , Лист термообработ. ГОСТ 4041-71/HB 10 -1 = 138 МПа"
"25С2Р",""
"25Х2ГНТА",""
"25Х2Н4ВА","Твердость 25Х2Н4ВА после отжига , ГОСТ 4543-71/HB 10 -1 = 269 МПа"
"25Х2Н4МА","Твердость 25Х2Н4МА после отжига , ГОСТ 4543-71/HB 10 -1 = 269 МПа;Твердость 25Х2Н4МА , Пруток горячекатан. ГОСТ 10702-78/HB 10 -1 = 225 МПа"
"25ХГНМТ",""
"25ХГСА","Твердость 25ХГСА после отжига , ГОСТ 4543-71/HB 10 -1 = 217 МПа;Твердость 25ХГСА нормализованного , Лист толстый ГОСТ 11269-76/HB 10 -1 = 149 - 207 МПа"
"27ГС",""
"27ХГР","Твердость 27ХГР после отжига , ГОСТ 4543-71/HB 10 -1 = 217 МПа"
"28С",""
"28ХГ2ТР",""
"30","Твердость 30 , Лист термообработ. ГОСТ 4041-71/HB 10 -1 = 149 МПа;Твердость 30 , Прокат калиброван. нагартован. ГОСТ 1050-88/HB 10 -1 = 229 МПа;Твердость 30 , Прокат горячекатан. ГОСТ 1050-88/HB 10 -1 = 179 МПа;Твердость 30 , Прокат калиброван. отожжен. ГОСТ 1050-88/HB 10 -1 = 179 МПа"
"30Г","Твердость 30Г после отжига , ГОСТ 4543-71/HB 10 -1 = 197 МПа;Твердость 30Г нормализованного , Лист толстый ГОСТ 1577-93/HB 10 -1 = 217 МПа;Твердость 30Г после отжига , Лист толстый ГОСТ 1577-93/HB 10 -1 = 187 МПа"
"30Х","Твердость 30Х после отжига , ГОСТ 4543-71/HB 10 -1 = 187 МПа;Твердость 30Х нагартованного , ГОСТ 4543-71/HB 10 -1 = 241 МПа;Твердость 30Х , Пруток горячекатан. ГОСТ 10702-78/HB 10 -1 = 170 МПа"
"30Х10Г10Т","Твердость 30Х10Г10Т , ГОСТ 10543-98/HB 10 -1 = 200 - 220 МПа"
"30Х2НВА",""
"30Х2НВФА",""
"30Х2НМА",""
"30Х2НМФА",""
"30Х3ВА-Ш",""
"30Х3ВА",""
"30Х3МА",""
"30Х5",""
"30ХГС","Твердость 30ХГС после отжига , ГОСТ 4543-71/HB 10 -1 = 229 МПа"
"30ХГСА","Твердость 30ХГСА после отжига , ГОСТ 4543-71/HB 10 -1 = 229 МПа;Твердость 30ХГСА , Трубы холоднодеформир. ГОСТ 8733-74/HB 10 -1 = 229 МПа;Твердость 30ХГСА , Пруток горячекатан. ГОСТ 10702-78/HB 10 -1 = 217 МПа;Твердость 30ХГСА нормализованного , Лист толстый ГОСТ 11269-76/HB 10 -1 = 156 - 217 МПа"
"30ХГСН2А","Твердость 30ХГСН2А после отжига , ГОСТ 4543-71/HB 10 -1 = 255 МПа;Твердость 30ХГСН2А нормализованного , Лист толстый ГОСТ 11269-76/HB 10 -1 = 163 - 229 МПа"
"30ХГСН2МА-ВД",""
"30ХГСН2МА",""
"30ХГСНА","Твердость 30ХГСНА после отжига , ГОСТ 4543-71/HB 10 -1 = 255 МПа;Твердость 30ХГСНА нормализованного , Лист толстый ГОСТ 11269-76/HB 10 -1 = 163 - 229 МПа"
"30ХГСНМА",""
"30ХГТ","Твердость 30ХГТ после отжига , ГОСТ 4543-71/HB 10 -1 = 229 МПа"
"30ХН2ВА",""
"30ХН2ВФА",""
"30ХН2МФА","Твердость 30ХН2МФА после отжига , ГОСТ 4543-71/HB 10 -1 = 269 МПа"
"30ХН3А","Твердость 30ХН3А после отжига , ГОСТ 4543-71/HB 10 -1 = 241 МПа"
"30ХН3М2ФА","Твердость 30ХН3М2ФА после закалки и отпуска ,/HB 10 -1 = 277 - 321 МПа"
"30ХРА","Твердость 30ХРА после отжига , ГОСТ 4543-71/HB 10 -1 = 241 МПа"
"30ХС2",""
"32Г2",""
"32Г2М",""
"32Г2Рпс",""
"32Г2С",""
"33ХС","Твердость 33ХС после отжига , ГОСТ 4543-71/HB 10 -1 = 241 МПа"
"34ХМ","Твердость 34ХМ , Поковки/HB 10 -1 = 241 - 269 МПа"
"34ХМА","Твердость 34ХМА , Поковки/HB 10 -1 = 241 - 269 МПа"
"34ХН1М","Твердость 34ХН1М нормализованного ,/HB 10 -1 = 187 - 229 МПа"
"34ХН1МА",""
"34ХН3М","Твердость 34ХН3М ,/HB 10 -1 = 277 - 321 МПа"
"34ХН3МА","Твердость 34ХН3МА ,/HB 10 -1 = 293 - 331 МПа"
"35","Твердость 35 , Лист термообработ. ГОСТ 4041-71/HB 10 -1 = 163 МПа;Твердость 35 , Трубы ГОСТ 8731-87/HB 10 -1 = 187 МПа;Твердость 35 , Прокат горячекатан. ГОСТ 1050-88/HB 10 -1 = 207 МПа;Твердость 35 , Прокат калиброван. нагартован. ГОСТ 1050-88/HB 10 -1 = 229 МПа;Твердость 35 , Прокат калиброван. отожжен. ГОСТ 1050-88/HB 10 -1 = 187 МПа"
"35Г2Ф",""
"35Г2ФА",""
"35ГС","Твердость 35ГС горячекатанного ,/HB 10 -1 = 202 МПа"
"35Х","Твердость 35Х после отжига , ГОСТ 4543-71/HB 10 -1 = 197 МПа;Твердость 35Х нагартованного , ГОСТ 4543-71/HB 10 -1 = 255 МПа;Твердость 35Х , Пруток горячекатан. ГОСТ 10702-78/HB 10 -1 = 170 МПа"
"35ХГ2","Твердость 35ХГ2 после отжига , ГОСТ 4543/HB 10 -1 = 229 МПа"
"35ХГН2",""
"35ХГСА","Твердость 35ХГСА после отжига , ГОСТ 4543-71/HB 10 -1 = 241 МПа"
"35ХГФ","Твердость 35ХГФ после отжига ,/HB 10 -1 = 207 МПа"
"35ХМФА",""
"35ХН1М2ФА","Твердость 35ХН1М2ФА после закалки и отпуска ,/HB 10 -1 = 248 - 293 МПа"
"36Г2С","Твердость 36Г2С , Трубы ГОСТ 51245-99/HB 10 -1 = 197 МПа"
"36Г2СР","Твердость 36Г2СР , Профили/HB 10 -1 = 250 МПа"
"36Х2Н2МФА","Твердость 36Х2Н2МФА после отжига , ГОСТ 4543-71/HB 10 -1 = 269 МПа"
"36ХН1МФА","Твердость 36ХН1МФА после отжига , ГОСТ 4543-71/HB 10 -1 = 269 МПа"
"37Г2С",""
"37ХН3А",""
"38Г2МФ",""
"38ГСТ",""
"38Х2Н2ВА",""
"38Х2Н2МА","Твердость 38Х2Н2МА после отжига , ГОСТ 4543-71/HB 10 -1 = 269 МПа"
"38Х2Н3М","Твердость 38Х2Н3М после закалки и отпуска ,/HB 10 -1 = 277 - 321 МПа"
"38Х2НМФ","Твердость 38Х2НМФ после закалки и отпуска ,/HB 10 -1 = 223 - 262 МПа"
"38Х2Ю","Твердость 38Х2Ю после отжига ,/HB 10 -1 = 229 МПа"
"38ХА","Твердость 38ХА после отжига , ГОСТ 4543-71/HB 10 -1 = 207 МПа;Твердость 38ХА , Пруток горячекатан. ГОСТ 10702-78/HB 10 -1 = 187 МПа"
"38ХВ",""
"38ХГМ",""
"38ХГН","Твердость 38ХГН после отжига , ГОСТ 4543-71/HB 10 -1 = 229 МПа"
"38ХГНМ",""
"38ХМ","Твердость 38ХМ после отжига , ГОСТ 4543-71/HB 10 -1 = 241 МПа"
"38ХМА",""
"38ХН3ВА",""
"38ХН3МА","Твердость 38ХН3МА после отжига , ГОСТ 4543-71/HB 10 -1 = 269 МПа"
"38ХН3МФА","Твердость 38ХН3МФА после отжига , ГОСТ 4543-71/HB 10 -1 = 269 МПа"
"38ХНМ",""
"38ХНМА","Твердость 38ХНМА после отжига , ГОСТ 4543-71/HB 10 -1 = 269 МПа"
"38ХС","Твердость 38ХС после отжига , ГОСТ 4543-71/HB 10 -1 = 255 МПа"
"38ХЮ","Твердость 38ХЮ после отжига ,/HB 10 -1 = 229 МПа"
"3К-7",""
"40","Твердость 40 , Лист термообработ. ГОСТ 4041-71/HB 10 -1 = 167 МПа;Твердость 40 , Прокат калиброван. нагартован. ГОСТ 1050-88/HB 10 -1 = 241 МПа;Твердость 40 , Прокат горячекатан. ГОСТ 1050-88/HB 10 -1 = 217 МПа;Твердость 40 , Прокат калиброван. отожжен. ГОСТ 1050-88/HB 10 -1 = 197 МПа;Твердость 40 , Прокат горячекатан. отожжен. ГОСТ 1050-88/HB 10 -1 = 187 МПа"
"40Г","Твердость 40Г , Пруток горячекатан. ГОСТ 10702-78/HB 10 -1 = 207 МПа;Твердость 40Г нормализованного , Лист толстый ГОСТ 1577-93/HB 10 -1 = 229 МПа;Твердость 40Г после отжига , Лист толстый ГОСТ 1577-93/HB 10 -1 = 207 МПа"
"40Г2","Твердость 40Г2 после отжига , ГОСТ 4543-71/HB 10 -1 = 217 МПа"
"40ГР","Твердость 40ГР , ГОСТ 4543/HB 10 -1 = 207 МПа"
"40Х","Твердость 40Х после отжига , ГОСТ 4543-71/HB 10 -1 = 217 МПа;Твердость 40Х , Трубы ГОСТ 8731-87/HB 10 -1 = 269 МПа;Твердость 40Х , Трубы холоднодеформир. ГОСТ 8733-74/HB 10 -1 = 217 МПа;Твердость 40Х , Пруток горячекатан. ГОСТ 10702-78/HB 10 -1 = 179 МПа"
"40Х1НВА","Твердость 40Х1НВА после отжига , ГОСТ 4543-71/HB 10 -1 = 255 МПа"
"40Х2Г2М",""
"40Х2Н2ВА",""
"40Х2Н2МА","Твердость 40Х2Н2МА после отжига , ГОСТ 4543-71/HB 10 -1 = 255 МПа"
"40Х3Г2МФ",""
"40ХГНМ",""
"40ХГТР","Твердость 40ХГТР после отжига , ГОСТ 4543-71/HB 10 -1 = 229 МПа"
"40ХМФА","Твердость 40ХМФА после отжига , ГОСТ 4543-71/HB 10 -1 = 269 МПа"
"40ХН","Твердость 40ХН после отжига , ГОСТ 4543-71/HB 10 -1 = 207 МПа;Твердость 40ХН , Пруток горячекатан. ГОСТ 10702-78/HB 10 -1 = 179 МПа"
"40ХН2ВА",""
"40ХН2МА-Ш","Твердость 40ХН2МА-Ш после отжига , ГОСТ 4543-71/HB 10 -1 = 269 МПа"
"40ХН2МА","Твердость 40ХН2МА после отжига , ГОСТ 4543-71/HB 10 -1 = 269 МПа"
"40ХН2СМА-ВД",""
"40ХНВА",""
"40ХНМА","Твердость 40ХНМА после отжига , ГОСТ 4543-71/HB 10 -1 = 269 МПа"
"40ХС","Твердость 40ХС после отжига , ГОСТ 4543-71/HB 10 -1 = 255 МПа"
"40ХСН2МА",""
"40ХФА","Твердость 40ХФА после отжига , ГОСТ 4543-71/HB 10 -1 = 241 МПа"
"45","Твердость 45 , Трубы ГОСТ 8731-87/HB 10 -1 = 207 МПа;Твердость 45 , Прокат горячекатан. ГОСТ 1050-88/HB 10 -1 = 229 МПа;Твердость 45 , Прокат калиброван. нагартован. ГОСТ 1050-88/HB 10 -1 = 241 МПа;Твердость 45 , Прокат калиброван. отожжен. ГОСТ 1050-88/HB 10 -1 = 207 МПа;Твердость 45 , Прокат горячекатан. отожжен. ГОСТ 1050-88/HB 10 -1 = 197 МПа"
"45Г","Твердость 45Г после отжига , ГОСТ 4543-71/HB 10 -1 = 229 МПа"
"45Г2","Твердость 45Г2 после отжига , ГОСТ 4543-71/HB 10 -1 = 229 МПа"
"45Т",""
"45Х","Твердость 45Х после отжига , ГОСТ 4543-71/HB 10 -1 = 229 МПа;Твердость 45Х , Пруток горячекатан. ГОСТ 10702-78/HB 10 -1 = 179 МПа"
"45Х4В3ГФ",""
"45ХН","Твердость 45ХН после отжига , ГОСТ 4543-71/HB 10 -1 = 207 МПа"
"45ХН2МФА","Твердость 45ХН2МФА после отжига , ГОСТ 4543-71/HB 10 -1 = 269 МПа"
"45ХНМФА","Твердость 45ХНМФА после отжига , ГОСТ 4543-71/HB 10 -1 = 269 МПа"
"47ГТ","Твердость 47ГТ после отжига , ГОСТ 4543-71/HB 10 -1 = 255 МПа"
"50","Твердость 50 , Пруток горячекатан. ГОСТ 10702-78/HB 10 -1 = 217 МПа;Твердость 50 , Прокат горячекатан. ГОСТ 1050-88/HB 10 -1 = 241 МПа;Твердость 50 , Прокат калиброван. нагартован. ГОСТ 1050-88/HB 10 -1 = 255 МПа;Твердость 50 , Прокат калиброван. отожжен. ГОСТ 1050-88/HB 10 -1 = 217 МПа;Твердость 50 , Прокат горячекатан. отожжен. ГОСТ 1050-88/HB 10 -1 = 207 МПа"
"50А",""
"50Г","Твердость 50Г после отжига , ГОСТ 4543-71/HB 10 -1 = 229 МПа;Твердость 50Г нормализованного , Лист толстый ГОСТ 1577-93/HB 10 -1 = 255 МПа;Твердость 50Г после отжига , Лист толстый ГОСТ 1577-93/HB 10 -1 = 217 МПа"
"50Г2","Твердость 50Г2 после отжига , ГОСТ 4543-71/HB 10 -1 = 229 МПа"
"50Х","Твердость 50Х после отжига , ГОСТ 4543-71/HB 10 -1 = 229 МПа"
"50Х3В10Ф",""
"50Х6ФМС",""
"50ХГ","Твердость 50ХГ после отжига , ГОСТ 14959-79/HB 10 -1 = 269 МПа;Твердость 50ХГ без термообработки , ГОСТ 14959/HB 10 -1 = 302 МПа"
"50ХГА","Твердость 50ХГА после отжига , ГОСТ 14959-79/HB 10 -1 = 269 МПа;Твердость 50ХГА без термообработки , ГОСТ 14959/HB 10 -1 = 302 МПа"
"50ХГФА","Твердость 50ХГФА без термообработки , ГОСТ 14959/HB 10 -1 = 321 МПа;Твердость 50ХГФА термообработанного , Прокат ГОСТ 14959-79/HB 10 -1 = 285 МПа"
"50ХН","Твердость 50ХН после отжига , ГОСТ 4543-71/HB 10 -1 = 207 МПа;Твердость 50ХН , Пруток горячекатан. ГОСТ 10702-78/HB 10 -1 = 197 МПа"
"50ХНМ",""
"50ХСА",""
"50ХФА","Твердость 50ХФА без термообработки , Прокат ГОСТ 14959-79/HB 10 -1 = 302 МПа;Твердость 50ХФА термообработанного , Прокат ГОСТ 14959-79/HB 10 -1 = 269 МПа"
"51ХФА",""
"55","Твердость 55 , Прокат горячекатан. ГОСТ 1050-88/HB 10 -1 = 255 МПа;Твердость 55 , Прокат калиброван. нагартован. ГОСТ 1050-88/HB 10 -1 = 269 МПа;Твердость 55 , Прокат калиброван. отожжен. ГОСТ 1050-88/HB 10 -1 = 229 МПа;Твердость 55 , Прокат горячекатан. отожжен. ГОСТ 1050-88/HB 10 -1 = 217 МПа"
"55пп","Твердость 55пп , Прокат горячекатан. ГОСТ 1050-88/HB 10 -1 = 255 МПа;Твердость 55пп , Прокат горячекатан. отожжен. ГОСТ 1050-88/HB 10 -1 = 217 МПа"
"55С2","Твердость 55С2 без термообработки , ГОСТ 14959/HB 10 -1 = 285 МПа;Твердость 55С2 термообработанного , Прокат ГОСТ 14959-79/HB 10 -1 = 241 МПа"
"55С2А","Твердость 55С2А без термообработки , ГОСТ 14959/HB 10 -1 = 285 МПа;Твердость 55С2А термообработанного , Прокат ГОСТ 14959-79/HB 10 -1 = 241 МПа"
"55С2ГФ","Твердость 55С2ГФ без термообработки , Прокат ГОСТ 14959-79/HB 10 -1 = 302 МПа;Твердость 55С2ГФ термообработанного , Прокат ГОСТ 14959-79/HB 10 -1 = 269 МПа"
"55ХГР","Твердость 55ХГР без термообработки , Прокат ГОСТ 14959-79/HB 10 -1 = 302 МПа;Твердость 55ХГР термообработанного , Прокат ГОСТ 14959-79/HB 10 -1 = 269 МПа"
"58","Твердость 58 , Прокат горячекатан. ГОСТ 1050-88/HB 10 -1 = 255 МПа;Твердость 58 , Прокат горячекатан. отожжен. ГОСТ 1050-88/HB 10 -1 = 217 МПа"
"60","Твердость 60 , Прокат горячекатан. ГОСТ 1050-88/HB 10 -1 = 255 МПа;Твердость 60 , Прокат горячекатан. отожжен. ГОСТ 1050-88/HB 10 -1 = 229 МПа;Твердость 60 , Прокат калиброван. нагартован. ГОСТ 1050-88/HB 10 -1 = 269 МПа;Твердость 60 , Прокат калиброван. отожжен. ГОСТ 1050-88/HB 10 -1 = 229 МПа"
"60Г","Твердость 60Г без термообработки , ГОСТ 14959/HB 10 -1 = 285 МПа;Твердость 60Г термообработанного , Прокат ГОСТ 14959-79/HB 10 -1 = 241 МПа;Твердость 60Г нормализованного , Лист толстый ГОСТ 1577-93/HB 10 -1 = 269 МПа;Твердость 60Г после отжига , Лист толстый ГОСТ 1577-93/HB 10 -1 = 229 МПа"
"60С2","Твердость 60С2 после отжига , ГОСТ 14959-79/HB 10 -1 = 269 МПа;Твердость 60С2 без термообработки , ГОСТ 14959/HB 10 -1 = 302 МПа"
"60С2А","Твердость 60С2А после отжига , ГОСТ 14959-79/HB 10 -1 = 269 МПа;Твердость 60С2А без термообработки , ГОСТ 14959/HB 10 -1 = 302 МПа"
"60С2Г","Твердость 60С2Г без термообработки , Прокат ГОСТ 14959-79/HB 10 -1 = 321 МПа;Твердость 60С2Г термообработанного , Прокат ГОСТ 14959-79/HB 10 -1 = 269 МПа"
"60С2Н2А","Твердость 60С2Н2А после отжига , ГОСТ 14959-79/HB 10 -1 = 269 МПа;Твердость 60С2Н2А без термообработки , ГОСТ 14959/HB 10 -1 = 302 МПа"
"60С2ХА","Твердость 60С2ХА без термообработки , ГОСТ 14959-79/HB 10 -1 = 321 МПа;Твердость 60С2ХА термообработанного , Прокат ГОСТ 14959-79/HB 10 -1 = 285 МПа"
"60С2ХФА","Твердость 60С2ХФА без термообработки , ГОСТ 14959-79/HB 10 -1 = 321 МПа;Твердость 60С2ХФА термообработанного , Прокат ГОСТ 14959-79/HB 10 -1 = 285 МПа"
"60ХФА",""
"65","Твердость 65 без термообработки , ГОСТ 14959/HB 10 -1 = 255 МПа;Твердость 65 , Лист толстый отожжен. ГОСТ 1577-93/HB 10 -1 = 229 МПа"
